value,description,name,table
JAK,JACKSONVILLE CORRECTIONAL CENTER                  ,inmate,inputs/Lookup/tblLookupInmate.csv
JCF,JACKSON COTTON FACILITY                           ,inmate,inputs/Lookup/tblLookupInmate.csv
JCI,JACKSON CORRECTIONAL INSTITUTION                  ,inmate,inputs/Lookup/tblLookupInmate.csv
JOL,JOLIET CORRECTIONAL CENTER                        ,inmate,inputs/Lookup/tblLookupInmate.csv
KCC,KENOSHA CORRECTIONAL CENTER                       ,inmate,inputs/Lookup/tblLookupInmate.csv
KCF,KINROSS CORRECTIONAL FACILITY                     ,inmate,inputs/Lookup/tblLookupInmate.csv
KEN,KENT COUNTY CORRECTIONAL FACILITY                 ,inmate,inputs/Lookup/tblLookupInmate.csv
KMC,KETTLE MORAINE CORRECTIONAL INSTITUTION           ,inmate,inputs/Lookup/tblLookupInmate.csv
KSC,KANSAS STATE CORRECTION INSTITUTION               ,inmate,inputs/Lookup/tblLookupInmate.csv
KSI,KANSAS STATE INDUSTRIAL REFORMATORY               ,inmate,inputs/Lookup/tblLookupInmate.csv
LAK,METROPOLITAN CORRECTIONAL FACILITY/LINO LAKES     ,inmate,inputs/Lookup/tblLookupInmate.csv
LCC,LINCOLN CORRECTIONAL CENTER                       ,inmate,inputs/Lookup/tblLookupInmate.csv
LCF,LANSING CORRECTIONAL FACILITY                     ,inmate,inputs/Lookup/tblLookupInmate.csv
LCI,LORAIN CORRECTIONAL INSTITUTION                   ,inmate,inputs/Lookup/tblLookupInmate.csv
LEB,LEBANON CORRECTIONAL INSTITUTE                    ,inmate,inputs/Lookup/tblLookupInmate.csv
LEC,LAKE ERIE CORRECTIONAL INSTITUTION                ,inmate,inputs/Lookup/tblLookupInmate.csv
LEV,UNITED STATES PENITENTIARY LEAVENWORTH            ,inmate,inputs/Lookup/tblLookupInmate.csv
LEX,FEDERAL CORRECTIONAL INSTITUTION                  ,inmate,inputs/Lookup/tblLookupInmate.csv
LIM,LIMA CORRECTIONAL INSTITUTE                       ,inmate,inputs/Lookup/tblLookupInmate.csv
LIN,LINCOLN CORRECTIONAL CENTER                       ,inmate,inputs/Lookup/tblLookupInmate.csv
LLC,LAKELAND CORRECTIONAL FACILITY                    ,inmate,inputs/Lookup/tblLookupInmate.csv
LOG,LOGAN CORRECTIONAL CENTER                         ,inmate,inputs/Lookup/tblLookupInmate.csv
LON,LONDON CORRECTIONAL INSTITUTE                     ,inmate,inputs/Lookup/tblLookupInmate.csv
MAD,MADISON CORRECTIONAL INSTITUTE                    ,inmate,inputs/Lookup/tblLookupInmate.csv
MAQ,MARQUETTE BRANCH PRISON                           ,inmate,inputs/Lookup/tblLookupInmate.csv
MAR,MARION CORRECTIONAL FACILITY                      ,inmate,inputs/Lookup/tblLookupInmate.csv
MCB,MACOMB REGIONAL FACILITY                          ,inmate,inputs/Lookup/tblLookupInmate.csv
MCF,MINNESOTA CORRECTIONAL FACILITY - STILLWATER      ,inmate,inputs/Lookup/tblLookupInmate.csv
MDC,METROPOLITAN DETENTION CENTER                     ,inmate,inputs/Lookup/tblLookupInmate.csv
MEN,MENARD                                            ,inmate,inputs/Lookup/tblLookupInmate.csv
MFF,MINNESOTA CORRECTIONAL FACILITY - FARIBAULT       ,inmate,inputs/Lookup/tblLookupInmate.csv
MID,MID-MICHIGAN CORRECTIONAL FACILITY                ,inmate,inputs/Lookup/tblLookupInmate.csv
MLK,METROPOLITAN CORRECTIONAL FACILITY/MOOSE LAKE     ,inmate,inputs/Lookup/tblLookupInmate.csv
MLL,MINNESOTA CORRECTIONAL FACILITY-LINO LAKES        ,inmate,inputs/Lookup/tblLookupInmate.csv
MNS,MANSFIELD CORRECTIONAL INSTITUTION                ,inmate,inputs/Lookup/tblLookupInmate.csv
MON,MONTGOMERY EDUCATION AND PRE-RELEASE CENTER       ,inmate,inputs/Lookup/tblLookupInmate.csv
MOP,MINNESOTA CORRECTIONAL FACILITY-OAK PARK HEIGHTS  ,inmate,inputs/Lookup/tblLookupInmate.csv
MOU,MOUND REGIONAL FACILITY                           ,inmate,inputs/Lookup/tblLookupInmate.csv
MPI,MOUNT PLEASANT CORRECTIONAL FACILITY              ,inmate,inputs/Lookup/tblLookupInmate.csv
MR ,MICHIGAN REFORMATORY                              ,inmate,inputs/Lookup/tblLookupInmate.csv
MRD,MENARD PSYCH CENTER                               ,inmate,inputs/Lookup/tblLookupInmate.csv
MRF,MOUND REGIONAL FACILITY                           ,inmate,inputs/Lookup/tblLookupInmate.csv
MSA,MINNESOTA CORRECTIONAL FACILITY                   ,inmate,inputs/Lookup/tblLookupInmate.csv
MSP,STATE PRISON OF SOUTHERN MICHIGAN                 ,inmate,inputs/Lookup/tblLookupInmate.csv
MTA,MINNESOTA CORRECTIONAL FACILITY - SHAKOPEE        ,inmate,inputs/Lookup/tblLookupInmate.csv
MTP,MT. PLEASANT CORRECTIONAL FACILITY                ,inmate,inputs/Lookup/tblLookupInmate.csv
MTU,MICHIGAN TRAINING UNIT                            ,inmate,inputs/Lookup/tblLookupInmate.csv
MUS,MUSKEGON CORRECTIONAL FACILITY                    ,inmate,inputs/Lookup/tblLookupInmate.csv
MYC,MICHIGAN YOUTH CORRECTIONAL FACILITY              ,inmate,inputs/Lookup/tblLookupInmate.csv
NCC,NORTH CENTRAL CORRECTIONAL FACILITY               ,inmate,inputs/Lookup/tblLookupInmate.csv
NCF,NORTON CORRECTIONAL FACILITY                      ,inmate,inputs/Lookup/tblLookupInmate.csv
NCS,NORTH COAST CORRECTIONAL FACILITY                 ,inmate,inputs/Lookup/tblLookupInmate.csv
NCW,NEBRASKA CENTER FOR WOMEN                         ,inmate,inputs/Lookup/tblLookupInmate.csv
NDC,NEBRASKA DEPARTMENT OF CORRECTIONAL SERVICE       ,inmate,inputs/Lookup/tblLookupInmate.csv
NDE,NEBRASKA DIAGNOSTIC & EVALUATION CENTER           ,inmate,inputs/Lookup/tblLookupInmate.csv
NEW,NEWBERRY CORRECTIONAL FACILITY                    ,inmate,inputs/Lookup/tblLookupInmate.csv
NIC,NOBLE CORRECTIONAL INSTITUTION/15708 ST.ROUTE 78  ,inmate,inputs/Lookup/tblLookupInmate.csv
NSP,NEBRASKA STATE PENITENTIARY                       ,inmate,inputs/Lookup/tblLookupInmate.csv
OAK,OAKWOOD FORENSIC CENTER DEPT OF MENTAL HEALTH     ,inmate,inputs/Lookup/tblLookupInmate.csv
OCC,OMAHA CORRECTIONAL CENTER                         ,inmate,inputs/Lookup/tblLookupInmate.csv
OCI,OAKHILL CORRECTIONAL INSTITUTION                  ,inmate,inputs/Lookup/tblLookupInmate.csv
OCJ,OUTAGAMIE COUNTY JAIL                             ,inmate,inputs/Lookup/tblLookupInmate.csv
OHO,C/O CANDY CAIN                                    ,inmate,inputs/Lookup/tblLookupInmate.csv
OHS,OHIO STATE REFORMATORY                            ,inmate,inputs/Lookup/tblLookupInmate.csv
OHW,OHIO STATE REFORMATORY FOR WOMEN                  ,inmate,inputs/Lookup/tblLookupInmate.csv
OJI,OJIBWAY CORRECTIONAL FACILLITY                    ,inmate,inputs/Lookup/tblLookupInmate.csv
OKS,OAKS MAXIMUM FACILITY                             ,inmate,inputs/Lookup/tblLookupInmate.csv
OMC,OMAHA CORRECTIONS CENTER                          ,inmate,inputs/Lookup/tblLookupInmate.csv
OPH,METROPOLITAN CORRECTION FACILITY/OAK PARK HEIGHTS ,inmate,inputs/Lookup/tblLookupInmate.csv
ORE,OREGON CORRECTIONAL INSTITUTION                   ,inmate,inputs/Lookup/tblLookupInmate.csv
ORI,ORIENT CORRECTIONAL INSTITUTION                   ,inmate,inputs/Lookup/tblLookupInmate.csv
OSH,OSHKOSH CORRECTIONAL INSTITUTION                  ,inmate,inputs/Lookup/tblLookupInmate.csv
OSK,OSKOSH CORRECTIONAL FACILITY                      ,inmate,inputs/Lookup/tblLookupInmate.csv
PAR,PARNALL CORRECTIONAL FACILITY                     ,inmate,inputs/Lookup/tblLookupInmate.csv
PCC,PONTIAC CORRECTIONAL CENTER - MICHIGAN            ,inmate,inputs/Lookup/tblLookupInmate.csv
PEN,PENDLETON STATE REFORMATORY                       ,inmate,inputs/Lookup/tblLookupInmate.csv
PIC,PICKAWAY  CORRECTIONAL INSTITUTE                  ,inmate,inputs/Lookup/tblLookupInmate.csv
PON,PONTIAC CORRECTIONAL CENTER                       ,inmate,inputs/Lookup/tblLookupInmate.csv
PRC,PINE RIVER CORRECTIONAL FACILITY                  ,inmate,inputs/Lookup/tblLookupInmate.csv
RCF,RIVERSIDE CORRECTIONAL FACILITY                   ,inmate,inputs/Lookup/tblLookupInmate.csv
RCI,RACINE CORRECTIONAL INSTITUTION                   ,inmate,inputs/Lookup/tblLookupInmate.csv
RDC,RECEPTION DIAGNOSTIC CENTER                       ,inmate,inputs/Lookup/tblLookupInmate.csv
RHC,RICHARD A. HANDLON CORRECTIONAL FACILITY          ,inmate,inputs/Lookup/tblLookupInmate.csv
RIC,RICHLAND CORRECTIONAL INSTITUTION                 ,inmate,inputs/Lookup/tblLookupInmate.csv
ROB,ROBINSON CORRECTIONAL CENTER                      ,inmate,inputs/Lookup/tblLookupInmate.csv
ROS,ROSS CORRECTIONAL INSTITUTE                       ,inmate,inputs/Lookup/tblLookupInmate.csv
RYN,RYAN REGIONAL CORRECTIONAL FACILITY               ,inmate,inputs/Lookup/tblLookupInmate.csv
SAG,SAGINAW REGIONAL FACILITY                         ,inmate,inputs/Lookup/tblLookupInmate.csv
SAN,FED. CORR. INSTITUTION - MR. STEVE DALESSIO       ,inmate,inputs/Lookup/tblLookupInmate.csv
SCI,STATE CORRECRTIONAL INSTITUTION AT CAMP HILL      ,inmate,inputs/Lookup/tblLookupInmate.csv
SCT,SCOTT CORRECTIONAL FACILITY                       ,inmate,inputs/Lookup/tblLookupInmate.csv
SDS,SOUTH DAKOTA STATE PENITENTIARY                   ,inmate,inputs/Lookup/tblLookupInmate.csv
SEA,SOUTHEASTERN CORRECTIONAL INSTITUTION             ,inmate,inputs/Lookup/tblLookupInmate.csv
SEC,SECURITY MEDICAL FACILITY                         ,inmate,inputs/Lookup/tblLookupInmate.csv
SHA,SHAWNEE CORRECTIONAL CENTER                       ,inmate,inputs/Lookup/tblLookupInmate.csv
SHE,SHERIDAN CORRECTOINAL CENTER                      ,inmate,inputs/Lookup/tblLookupInmate.csv
SHP,METROPOLITAN CORRECTIONAL FACILITY/SHAKOPEE       ,inmate,inputs/Lookup/tblLookupInmate.csv
SMC,SOUTHERN MICHIGAN CORRECTIONAL FACILITY           ,inmate,inputs/Lookup/tblLookupInmate.csv
SOL,"SOUTHERN OHIO CORRECTIONAL FAC. ""LUCASVILLE""      ",inmate,inputs/Lookup/tblLookupInmate.csv
SOU,SOUTHEASTERN CORRECTIONAL FACILITY                ,inmate,inputs/Lookup/tblLookupInmate.csv
SRW,STATE REFORMATORY FOR WOMEN                       ,inmate,inputs/Lookup/tblLookupInmate.csv
SSN,SPECIAL SERVICES STATE OF NEBRASKA                ,inmate,inputs/Lookup/tblLookupInmate.csv
STA,STATEVILLE CORRECTIONAL CENTER                    ,inmate,inputs/Lookup/tblLookupInmate.csv
STC,METROPOLITAN CORRECTIONAL FACILITY/ST. CLOUD      ,inmate,inputs/Lookup/tblLookupInmate.csv
STN,STANDISH MAXIMUM CORRECTIONAL FACILITY            ,inmate,inputs/Lookup/tblLookupInmate.csv
STR,STRAITS CORRECTIONAL FACILITY                     ,inmate,inputs/Lookup/tblLookupInmate.csv
TCC,TAYLORVILLE CORRECTIONAL CENTER                   ,inmate,inputs/Lookup/tblLookupInmate.csv
TCF,TOPEKA CORRECTIONAL FACILITY                      ,inmate,inputs/Lookup/tblLookupInmate.csv
TCI,TRUMBULL CORRECTIONAL INSTITUTION                 ,inmate,inputs/Lookup/tblLookupInmate.csv
THU,THUMB CORRECTIONAL FACILITY                       ,inmate,inputs/Lookup/tblLookupInmate.csv
TOL,TOLEDO CORRECTION INSTITUTION                     ,inmate,inputs/Lookup/tblLookupInmate.csv
TOP,RECEPTION & DIAGNOSTIC CENTER                     ,inmate,inputs/Lookup/tblLookupInmate.csv
TRU,TRUMBAL CORRECTIONAL INSTITUTION                  ,inmate,inputs/Lookup/tblLookupInmate.csv
USP,UNITED STATES PENITENTARY                         ,inmate,inputs/Lookup/tblLookupInmate.csv
VAN,VANDALIA CORRECTIONAL CENTER                      ,inmate,inputs/Lookup/tblLookupInmate.csv
VIE,VIENNA CORRECTIONAL CENTER                        ,inmate,inputs/Lookup/tblLookupInmate.csv
WAB,WABASH VALLEY CORRECTIONAL INSTITUTION            ,inmate,inputs/Lookup/tblLookupInmate.csv
WAR,WARREN CORRECTIONAL INSTITUTION                   ,inmate,inputs/Lookup/tblLookupInmate.csv
WAU,WAUPAN CORRECTIONAL INSTITUTION                   ,inmate,inputs/Lookup/tblLookupInmate.csv
WCC,WISCONSIN CORRECTIONAL CENTER SYSTEM              ,inmate,inputs/Lookup/tblLookupInmate.csv
WES,WESTVILLE CORRECTIONAL CENTER                     ,inmate,inputs/Lookup/tblLookupInmate.csv
WHC,WARDEN HILL CORRECTIONAL CENTER                   ,inmate,inputs/Lookup/tblLookupInmate.csv
WIC,WESTERN ILLINOIS CORRECTIONAL CENTER              ,inmate,inputs/Lookup/tblLookupInmate.csv
WIN,WINFIELD CORRECTIONAL FACILITY                    ,inmate,inputs/Lookup/tblLookupInmate.csv
WIS,"WISCONSIN PRISON SYS., DIV. OF INTENSIVE SANCTIONS",inmate,inputs/Lookup/tblLookupInmate.csv
WSC,WEST SHORELINE CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblLookupInmate.csv
CB6,ASPC FLR  PROTECTIVE CUSTODY/DISCIPLINARY/DEATH   ,inmate,inputs/Lookup/tblLookupInmate.csv
CDN,TUCSON ASP - COMPLEX DETN                         ,inmate,inputs/Lookup/tblLookupInmate.csv
CIM,CIMIRRON UNIT - TUCSON ASP                        ,inmate,inputs/Lookup/tblLookupInmate.csv
COC,COCHISE UNIT -  MAXIMUM CUSTODY  ASPC DOUGLAS     ,inmate,inputs/Lookup/tblLookupInmate.csv
COH,COCHELLA:  ASP DOUGLAS                            ,inmate,inputs/Lookup/tblLookupInmate.csv
COK,COOK UNIT                                         ,inmate,inputs/Lookup/tblLookupInmate.csv
COR,WINSLOW ASP -CORONADO UNIT                        ,inmate,inputs/Lookup/tblLookupInmate.csv
CU ,"CENTRAL UNIT [MAX], FLORENCE ASP                  ",inmate,inputs/Lookup/tblLookupInmate.csv
DOC,ARIZONA DEPARTMENT OF CORRECTIONS                 ,inmate,inputs/Lookup/tblLookupInmate.csv
ECH,ECHO - TUCSON ASP                                 ,inmate,inputs/Lookup/tblLookupInmate.csv
ELO,ELOY BUREAU OF PRISONS                            ,inmate,inputs/Lookup/tblLookupInmate.csv
EU ,"EAST UNIT, FLORENCE ASP                           ",inmate,inputs/Lookup/tblLookupInmate.csv
FCI,FEDERAL CORRECTIONAL INSTITUTE                    ,inmate,inputs/Lookup/tblLookupInmate.csv
GIL,GILA UNIT -  MINIMUM CUSTODY    ASPC DOUGLAS      ,inmate,inputs/Lookup/tblLookupInmate.csv
KAI,WINSLOW -ASP KAIBAB UNIT                          ,inmate,inputs/Lookup/tblLookupInmate.csv
LOC,LOCK UP - ASP DOUGLAS                             ,inmate,inputs/Lookup/tblLookupInmate.csv
MAN,TUCSON ASP-WOMENS UNIT   *MANZANITA*              ,inmate,inputs/Lookup/tblLookupInmate.csv
MEA,MEADOWS  UNIT  -ASPC EYMAN COMPLEX                ,inmate,inputs/Lookup/tblLookupInmate.csv
MOH,MOHAVE UNIT  -   HIGH CUSTODY   ASPC DOUGLAS      ,inmate,inputs/Lookup/tblLookupInmate.csv
NO ,"NORTH UNIT,  FLORENCE ASP    (MIN. SECURITY)      ",inmate,inputs/Lookup/tblLookupInmate.csv
PAP,PAPAGO  ASPC DOUGLAS                              ,inmate,inputs/Lookup/tblLookupInmate.csv
PCW,"PACHECO UNIT [MIN], ASP FLORENCE                  ",inmate,inputs/Lookup/tblLookupInmate.csv
PIC,"PICACHO CORRECTIONAL WORK CENTER - PICACHO,AZ     ",inmate,inputs/Lookup/tblLookupInmate.csv
RIN,RINCON - TUCSON ASP                               ,inmate,inputs/Lookup/tblLookupInmate.csv
RYN,RYNNING UNIT -  ASP  FLORENCE                     ,inmate,inputs/Lookup/tblLookupInmate.csv
SC ,SANTA CRUZ                                        ,inmate,inputs/Lookup/tblLookupInmate.csv
SIT,SITGRAVE -  WINSLOW  ASP                          ,inmate,inputs/Lookup/tblLookupInmate.csv
SJ ,SAN JUAN                                          ,inmate,inputs/Lookup/tblLookupInmate.csv
SMF,SANTA MARIA  - FEMALES                            ,inmate,inputs/Lookup/tblLookupInmate.csv
SMU,"SPECIAL MANAGEMENT UNIT, FLORENCE ASP             ",inmate,inputs/Lookup/tblLookupInmate.csv
SNR,SANTA RITA - TUCSON ASP                           ,inmate,inputs/Lookup/tblLookupInmate.csv
SP ,SAN PEDRO                                         ,inmate,inputs/Lookup/tblLookupInmate.csv
SPU,"SPECIAL PROGRAM UNIT, FLORENCE ASP                ",inmate,inputs/Lookup/tblLookupInmate.csv
SU ,"SOUTH UNIT [MED], FLORENCE ASP                    ",inmate,inputs/Lookup/tblLookupInmate.csv
WOM,WOMANS UNIT  ASP FLORENCE                         ,inmate,inputs/Lookup/tblLookupInmate.csv
CCC,CIBOLA COUNTY CORRECTIONAL CENTER                 ,inmate,inputs/Lookup/tblLookupInmate.csv
CNM,CENTRAL NEW MEXICO CORRECTIONAL FACILITY          ,inmate,inputs/Lookup/tblLookupInmate.csv
GPE,GUADALUPE COUNTY CORRECTIONAL FACILITY            ,inmate,inputs/Lookup/tblLookupInmate.csv
LAT,LA TUNA FEDERAL CORRECTIONAL INSTITUTE            ,inmate,inputs/Lookup/tblLookupInmate.csv
LEA,LEA COUNTY CORRECTIONAL FACILITY                  ,inmate,inputs/Lookup/tblLookupInmate.csv
NMX,SOUTHERN NEW MEXICO CORRECTIONAL FACILITY         ,inmate,inputs/Lookup/tblLookupInmate.csv
PNM,PENITENTIARY OF NEW MEXICO                        ,inmate,inputs/Lookup/tblLookupInmate.csv
RVS,REEVES COUNTY DETENTION FACILITY                  ,inmate,inputs/Lookup/tblLookupInmate.csv
TCF,TORRENCE COUNTY DETENTION FACILITY                ,inmate,inputs/Lookup/tblLookupInmate.csv
WNM,WESTERN NEW MEXICO CORRECTIONAL FACILITY          ,inmate,inputs/Lookup/tblLookupInmate.csv
ADI,ADIRONDACK CORRECTIONAL FACILITY                  ,inmate,inputs/Lookup/tblLookupInmate.csv
ADT,"ADULT DIAGNOSTIC & TREATMENT CENTER, AVENEL       ",inmate,inputs/Lookup/tblLookupInmate.csv
AKL,ARTHUR KILL                                       ,inmate,inputs/Lookup/tblLookupInmate.csv
ALB,ALBION                                            ,inmate,inputs/Lookup/tblLookupInmate.csv
ALT,ALTONA CORRECTIONAL FACILITY                      ,inmate,inputs/Lookup/tblLookupInmate.csv
ATT,ATTICA                                            ,inmate,inputs/Lookup/tblLookupInmate.csv
AUB,AUBURN                                            ,inmate,inputs/Lookup/tblLookupInmate.csv
BAR,BARE HILL CORRECTIONAL FACILITY                   ,inmate,inputs/Lookup/tblLookupInmate.csv
BAY,BAYVIEW                                           ,inmate,inputs/Lookup/tblLookupInmate.csv
BCJ,BERGEN COUNTY JAIL                                ,inmate,inputs/Lookup/tblLookupInmate.csv
BEA,CAMP BEACON                                       ,inmate,inputs/Lookup/tblLookupInmate.csv
BED,BEDFORD HILLS                                     ,inmate,inputs/Lookup/tblLookupInmate.csv
CHA,CHATEAUGAY ASACTC                                 ,inmate,inputs/Lookup/tblLookupInmate.csv
CIW,"CORRECTIONAL INSTITUTION FOR WOMEN, CLINTON       ",inmate,inputs/Lookup/tblLookupInmate.csv
CLI,CLINTON CORRECTIONAL FACILITY                     ,inmate,inputs/Lookup/tblLookupInmate.csv
COL,COLLINS                                           ,inmate,inputs/Lookup/tblLookupInmate.csv
COX,COXSACKIE                                         ,inmate,inputs/Lookup/tblLookupInmate.csv
CVI,CAPE VINCENT CORRECTIONAL FACILITY                ,inmate,inputs/Lookup/tblLookupInmate.csv
DOW,DOWNSTATE                                         ,inmate,inputs/Lookup/tblLookupInmate.csv
EAS,EASTERN                                           ,inmate,inputs/Lookup/tblLookupInmate.csv
EDG,EDGECOMBE                                         ,inmate,inputs/Lookup/tblLookupInmate.csv
EDN,EDNA MAHON CORR. FACILITY                         ,inmate,inputs/Lookup/tblLookupInmate.csv
ELM,ELMIRA                                            ,inmate,inputs/Lookup/tblLookupInmate.csv
FIS,FISKILL                                           ,inmate,inputs/Lookup/tblLookupInmate.csv
FRA,FRANKLIN CORRECTIONAL FACILITY                    ,inmate,inputs/Lookup/tblLookupInmate.csv
FUL,FULTON                                            ,inmate,inputs/Lookup/tblLookupInmate.csv
GAB,CAMP GABRIELS                                     ,inmate,inputs/Lookup/tblLookupInmate.csv
GEO,CAMP GEORGETOWN                                   ,inmate,inputs/Lookup/tblLookupInmate.csv
GHN,GREEN HAVEN                                       ,inmate,inputs/Lookup/tblLookupInmate.csv
GMW,GREAT MEADOW CORRECTIONAL FACILITY                ,inmate,inputs/Lookup/tblLookupInmate.csv
GOU,GOUVERNEUR CORRECTIONAL FACILITY                  ,inmate,inputs/Lookup/tblLookupInmate.csv
GRE,GREENE                                            ,inmate,inputs/Lookup/tblLookupInmate.csv
GRO,GROVELAND CORRECTIONAL FACILITY                   ,inmate,inputs/Lookup/tblLookupInmate.csv
HUD,HUDSON                                            ,inmate,inputs/Lookup/tblLookupInmate.csv
JMS,"JUVENILE MEDIUM SECURITY FACILITY, BORDENTOWN     ",inmate,inputs/Lookup/tblLookupInmate.csv
LIN,LINCOLN                                           ,inmate,inputs/Lookup/tblLookupInmate.csv
LKV,LAKEVIEW CORRECTIONAL FACILITY                    ,inmate,inputs/Lookup/tblLookupInmate.csv
LSA,"LSP ANCORA UNIT, HAMMONTON                        ",inmate,inputs/Lookup/tblLookupInmate.csv
LSF,"LSP MINIMUM SECURITY UNIT, LEESBURG               ",inmate,inputs/Lookup/tblLookupInmate.csv
LSP,"NJ STATE PRISON, LEESBURG                         ",inmate,inputs/Lookup/tblLookupInmate.csv
LYO,LYONS MOUNTAIN CORRECTIONAL FACILITY              ,inmate,inputs/Lookup/tblLookupInmate.csv
MMG,MOUNT MCGREGOR CORRECTIONAL FACILITY              ,inmate,inputs/Lookup/tblLookupInmate.csv
MOE,MID-ORANGE                                        ,inmate,inputs/Lookup/tblLookupInmate.csv
MON,CAMP MONTEREY                                     ,inmate,inputs/Lookup/tblLookupInmate.csv
MOR,MORIAH SHOCK INCARCERATION FACILITY               ,inmate,inputs/Lookup/tblLookupInmate.csv
MSC,"MID-STATE CORRECTIONAL FACILITY, WRIGHTSTOWN      ",inmate,inputs/Lookup/tblLookupInmate.csv
MST,MIDSTATE                                          ,inmate,inputs/Lookup/tblLookupInmate.csv
MYC,MOUNTAINVIEW YOUTH CORR. FACILITY                 ,inmate,inputs/Lookup/tblLookupInmate.csv
NSP,"NORTHERN STATE PRISON, NEWARK                     ",inmate,inputs/Lookup/tblLookupInmate.csv
NYC,NYC CORRECT'L INST'N FOR WOMEN--ROSE M. SINGER BDG,inmate,inputs/Lookup/tblLookupInmate.csv
OGB,OGDENSBURG CORRECTIONAL FACILITY                  ,inmate,inputs/Lookup/tblLookupInmate.csv
ONE,ONEIDA CORRECTIONAL FACILITY                      ,inmate,inputs/Lookup/tblLookupInmate.csv
ORL,ORLEANS                                           ,inmate,inputs/Lookup/tblLookupInmate.csv
OTI,OTISVILLE                                         ,inmate,inputs/Lookup/tblLookupInmate.csv
PAR,PARKSIDE                                          ,inmate,inputs/Lookup/tblLookupInmate.csv
PAS,PASSAIC COUNTY JAIL                               ,inmate,inputs/Lookup/tblLookupInmate.csv
PHA,CAMP PHARSALIA                                    ,inmate,inputs/Lookup/tblLookupInmate.csv
QUE,QUEENSBORO                                        ,inmate,inputs/Lookup/tblLookupInmate.csv
RFC,RIVERFRONT CORRECTIONAL FACILITY                  ,inmate,inputs/Lookup/tblLookupInmate.csv
RIK,RIKERS                                            ,inmate,inputs/Lookup/tblLookupInmate.csv
ROC,ROCHESTER                                         ,inmate,inputs/Lookup/tblLookupInmate.csv
RSB,RSP RAHWAY CAMP                                   ,inmate,inputs/Lookup/tblLookupInmate.csv
RSM,RSP MARLBORO CAMP                                 ,inmate,inputs/Lookup/tblLookupInmate.csv
RSP,"NJ STATE PRISON, RAHWAY                           ",inmate,inputs/Lookup/tblLookupInmate.csv
RVW,RIVERVIEW CORRECTIONAL FACILITY                   ,inmate,inputs/Lookup/tblLookupInmate.csv
SHA,SHAWANGUNK                                        ,inmate,inputs/Lookup/tblLookupInmate.csv
SIN,SING SING                                         ,inmate,inputs/Lookup/tblLookupInmate.csv
SSC,"SOUTHERN STATE CORRECTIONAL FACILITY, DELMONT     ",inmate,inputs/Lookup/tblLookupInmate.csv
SUL,SULLIVAN                                          ,inmate,inputs/Lookup/tblLookupInmate.csv
SUM,CAMP SUMMIT                                       ,inmate,inputs/Lookup/tblLookupInmate.csv
TAC,TACONIC                                           ,inmate,inputs/Lookup/tblLookupInmate.csv
TSJ,"TRAINING SCHOOL FOR BOYS, JAMESBURG               ",inmate,inputs/Lookup/tblLookupInmate.csv
TSP,"NJ STATE PRISON, TRENTON                          ",inmate,inputs/Lookup/tblLookupInmate.csv
TSR,"TSP VROOM READJUSTMENT UNIT, WEST TRENTON         ",inmate,inputs/Lookup/tblLookupInmate.csv
TSS,"TRAINING SCHOOL FOR BOYS, SKILLMAN                ",inmate,inputs/Lookup/tblLookupInmate.csv
ULS,ULSTER                                            ,inmate,inputs/Lookup/tblLookupInmate.csv
WAL,WALLKILL                                          ,inmate,inputs/Lookup/tblLookupInmate.csv
WAS,WASHINGTON CORRECTIONAL FACILITY                  ,inmate,inputs/Lookup/tblLookupInmate.csv
WAT,WATERTOWN CORRECTIONAL FACILITY                   ,inmate,inputs/Lookup/tblLookupInmate.csv
WEN,WENDE                                             ,inmate,inputs/Lookup/tblLookupInmate.csv
WOO,WOODBOURNE                                        ,inmate,inputs/Lookup/tblLookupInmate.csv
WYO,WYOMING                                           ,inmate,inputs/Lookup/tblLookupInmate.csv
YCA,"YOUTH CORRECTIONAL INSTITUTION, ANNANDALE         ",inmate,inputs/Lookup/tblLookupInmate.csv
YCB,"YOUTH CORRECTIONAL INSTITUTION, BORDENTOWN        ",inmate,inputs/Lookup/tblLookupInmate.csv
YCH,"YCIA, HIGH POINT UNIT                             ",inmate,inputs/Lookup/tblLookupInmate.csv
YCK,"YCIB, SKILLMAN UNIT                               ",inmate,inputs/Lookup/tblLookupInmate.csv
YCN,"YCIB, NEW LISBON UNIT                             ",inmate,inputs/Lookup/tblLookupInmate.csv
YCS,"YCIA, STOKES FOREST UNIT                          ",inmate,inputs/Lookup/tblLookupInmate.csv
YRC,"YOUTH RECEPTION 7 CORRECTION CENTER, YARDVILLE    ",inmate,inputs/Lookup/tblLookupInmate.csv
YRP,"YRCC PRISON RECEPTION UNIT, YARDVILLE             ",inmate,inputs/Lookup/tblLookupInmate.csv
YRW,"YRCC, WHARTON TRACT UNIT, VINCENTOWN              ",inmate,inputs/Lookup/tblLookupInmate.csv
YRY,"YRCC YOUTH RECEPTION UNIT, YARDVILLE",inmate,inputs/Lookup/tblLookupInmate.csv
BDG,BRIDGEPORT CORRECTIONAL CENTER                    ,inmate,inputs/Lookup/tblLookupInmate.csv
BDP,CONNECTICUT CORRECTIONAL INSTITUTION              ,inmate,inputs/Lookup/tblLookupInmate.csv
BIL,BILLERICA HOUSE OF CORRECTION                     ,inmate,inputs/Lookup/tblLookupInmate.csv
