value,description,name,table
RIS,RIKERS ISLAND GMDC                                ,inmate,inputs/Lookup/tblInmateHousing.csv
ROC,ROCHESTER                                         ,inmate,inputs/Lookup/tblInmateHousing.csv
RSB,RSP RAHWAY CAMP                                   ,inmate,inputs/Lookup/tblInmateHousing.csv
RSM,RSP MARLBORO CAMP                                 ,inmate,inputs/Lookup/tblInmateHousing.csv
RSP,"NJ STATE PRISON, RAHWAY                           ",inmate,inputs/Lookup/tblInmateHousing.csv
RVW,RIVERVIEW CORRECTIONAL FACILITY                   ,inmate,inputs/Lookup/tblInmateHousing.csv
SCJ,SUSSEX COUNTY JAIL                                ,inmate,inputs/Lookup/tblInmateHousing.csv
SHA,SHAWANGUNK                                        ,inmate,inputs/Lookup/tblInmateHousing.csv
SIN,SING SING                                         ,inmate,inputs/Lookup/tblInmateHousing.csv
SSC,"SOUTHERN STATE CORRECTIONAL FACILITY, DELMONT     ",inmate,inputs/Lookup/tblInmateHousing.csv
SUL,SULLIVAN                                          ,inmate,inputs/Lookup/tblInmateHousing.csv
SUM,CAMP SUMMIT                                       ,inmate,inputs/Lookup/tblInmateHousing.csv
SWO,SOUTHWOODS STATE PRISON                           ,inmate,inputs/Lookup/tblInmateHousing.csv
TAC,TACONIC                                           ,inmate,inputs/Lookup/tblInmateHousing.csv
TSJ,"TRAINING SCHOOL FOR BOYS, JAMESBURG               ",inmate,inputs/Lookup/tblInmateHousing.csv
TSP,"NJ STATE PRISON, TRENTON                          ",inmate,inputs/Lookup/tblInmateHousing.csv
TSR,"TSP VROOM READJUSTMENT UNIT, WEST TRENTON         ",inmate,inputs/Lookup/tblInmateHousing.csv
TSS,"TRAINING SCHOOL FOR BOYS, SKILLMAN                ",inmate,inputs/Lookup/tblInmateHousing.csv
ULS,ULSTER                                            ,inmate,inputs/Lookup/tblInmateHousing.csv
WAL,WALLKILL                                          ,inmate,inputs/Lookup/tblInmateHousing.csv
WAS,WASHINGTON CORRECTIONAL FACILITY                  ,inmate,inputs/Lookup/tblInmateHousing.csv
WAT,WATERTOWN CORRECTIONAL FACILITY                   ,inmate,inputs/Lookup/tblInmateHousing.csv
WEN,WENDE                                             ,inmate,inputs/Lookup/tblInmateHousing.csv
WOO,WOODBOURNE                                        ,inmate,inputs/Lookup/tblInmateHousing.csv
WYO,WYOMING                                           ,inmate,inputs/Lookup/tblInmateHousing.csv
YCA,"YOUTH CORRECTIONAL INSTITUTION, ANNANDALE         ",inmate,inputs/Lookup/tblInmateHousing.csv
YCB,"YOUTH CORRECTIONAL INSTITUTION, BORDENTOWN        ",inmate,inputs/Lookup/tblInmateHousing.csv
YCH,"YCIA, HIGH POINT UNIT                             ",inmate,inputs/Lookup/tblInmateHousing.csv
YCK,"YCIB, SKILLMAN UNIT                               ",inmate,inputs/Lookup/tblInmateHousing.csv
YCN,"YCIB, NEW LISBON UNIT                             ",inmate,inputs/Lookup/tblInmateHousing.csv
YCS,"YCIA, STOKES FOREST UNIT                          ",inmate,inputs/Lookup/tblInmateHousing.csv
YRC,"YOUTH RECEPTION 7 CORRECTION CENTER, YARDVILLE    ",inmate,inputs/Lookup/tblInmateHousing.csv
YRP,"YRCC PRISON RECEPTION UNIT, YARDVILLE             ",inmate,inputs/Lookup/tblInmateHousing.csv
YRW,"YRCC, WHARTON TRACT UNIT, VINCENTOWN              ",inmate,inputs/Lookup/tblInmateHousing.csv
YRY,"YRCC YOUTH RECEPTION UNIT, YARDVILLE              ",inmate,inputs/Lookup/tblInmateHousing.csv
BDG,BRIDGEPORT CORRECTIONAL CENTER                    ,inmate,inputs/Lookup/tblInmateHousing.csv
BDP,CONNECTICUT CORRECTIONAL INSTITUTION              ,inmate,inputs/Lookup/tblInmateHousing.csv
BIL,BILLERICA HOUSE OF CORRECTION                     ,inmate,inputs/Lookup/tblInmateHousing.csv
BOS,SOUTH BAY HOUSE OF CORRECTIONS                    ,inmate,inputs/Lookup/tblInmateHousing.csv
BOY,WORCESTER HOUSE OF CORRECTION                     ,inmate,inputs/Lookup/tblInmateHousing.csv
BRD,OLD COLONY CORRECTION CENTER                      ,inmate,inputs/Lookup/tblInmateHousing.csv
BRI,SOUTHEASTERN CORRECTIONAL CENTER                  ,inmate,inputs/Lookup/tblInmateHousing.csv
BRO,BROOKLYN CORRECTIONAL CENTER                      ,inmate,inputs/Lookup/tblInmateHousing.csv
BRP,COMMUNITY CORRECTIONAL CENTER                     ,inmate,inputs/Lookup/tblInmateHousing.csv
BRW,SOUTHEASTERN CORRECTIONAL CENTER                  ,inmate,inputs/Lookup/tblInmateHousing.csv
CAR,M.C.I. PLYMOUTH                                   ,inmate,inputs/Lookup/tblInmateHousing.csv
CAV,MASSACHUSETTS CORRECTIONAL INSTITUTION            ,inmate,inputs/Lookup/tblInmateHousing.csv
CHE,CHESHIRE COMMUNITY CORRECTIONAL CENTER            ,inmate,inputs/Lookup/tblInmateHousing.csv
CHS,J.R. MASON YI                                     ,inmate,inputs/Lookup/tblInmateHousing.csv
CNC,NEW HAMPSHIRE STATE PRISON                        ,inmate,inputs/Lookup/tblInmateHousing.csv
CND,NORTHEASTERN CORRECTIONAL CENTER                  ,inmate,inputs/Lookup/tblInmateHousing.csv
COD,MASSACHUSETTS CORRECTIONAL INSTTITUTION           ,inmate,inputs/Lookup/tblInmateHousing.csv
CON,MASSACHUSETTS CORRECTIONAL INSTITUTE              ,inmate,inputs/Lookup/tblInmateHousing.csv
COR,CORRIGAN CORRECTIONAL INSTITUTION,inmate,inputs/Lookup/tblInmateHousing.csv
CRA,ADULT CORRECTIONAL INSTITUTE                      ,inmate,inputs/Lookup/tblInmateHousing.csv
CRE,CONNECTICUT CORRECTIONAL INSTITUTION              ,inmate,inputs/Lookup/tblInmateHousing.csv
CSE,WEBSTER CORRECTIONAL INSTITUTION                  ,inmate,inputs/Lookup/tblInmateHousing.csv
CYB,CYBULSKI CORRECTION INSTITUTE                     ,inmate,inputs/Lookup/tblInmateHousing.csv
DAN,FEDERAL CORRECTIONAL INSTITUTION                  ,inmate,inputs/Lookup/tblInmateHousing.csv
DAR,BRISTOL COUNTY HOUSE OF CORRECTION                ,inmate,inputs/Lookup/tblInmateHousing.csv
DED,NORFOLK COUNTY HOUSE OF CORRECTIONS               ,inmate,inputs/Lookup/tblInmateHousing.csv
EFD,COMMUNITY CORRECTIONAL INSTITUTION-ENFIELD        ,inmate,inputs/Lookup/tblInmateHousing.csv
EID,ENFIELD CORRECTIONAL INSTITUTION                  ,inmate,inputs/Lookup/tblInmateHousing.csv
ELD,CONNECTICUT CORRECTIONAL INSTITUTION              ,inmate,inputs/Lookup/tblInmateHousing.csv
END,WILLARD CORRECTIONAL INSTITUTE                    ,inmate,inputs/Lookup/tblInmateHousing.csv
ENF,CARL ROBINSON CORRECTIONAL INSTITUTE              ,inmate,inputs/Lookup/tblInmateHousing.csv
ENI,ENFIELD CONNECTICUT CORRECTIONAL INSTITUTE        ,inmate,inputs/Lookup/tblInmateHousing.csv
FRA,MASSACHUSETTS CORRECTIONAL INSTITUTE              ,inmate,inputs/Lookup/tblInmateHousing.csv
FRM,SOUTH MIDDLESEX PRE RELEASE CENTER                ,inmate,inputs/Lookup/tblInmateHousing.csv
GAR,NORTH CENTRAL CORRECTIONAL INSTITUTE              ,inmate,inputs/Lookup/tblInmateHousing.csv
GOF,HILLSBOROUGH COUNTY HOUSE OF CORRECTIONS          ,inmate,inputs/Lookup/tblInmateHousing.csv
GRN,GARNER CORRECTIONAL INSTITUTION                   ,inmate,inputs/Lookup/tblInmateHousing.csv
HAR,HARTFORD CORRECTIONAL CENTER                      ,inmate,inputs/Lookup/tblInmateHousing.csv
HAT,COMMUNITY CORRECTIONAL CENTER                     ,inmate,inputs/Lookup/tblInmateHousing.csv
HAV,COMMUNITY CORRECTIONAL CENTER                     ,inmate,inputs/Lookup/tblInmateHousing.csv
LAN, M.C.I.-LANCASTER   LANCASTER PRE RELEASE CENTER  ,inmate,inputs/Lookup/tblInmateHousing.csv
LIT,COMMUNITY CORRECTIONAL CENTER                     ,inmate,inputs/Lookup/tblInmateHousing.csv
LUD,HAMPDEN COUNTY CORRECTIONAL CENTER                ,inmate,inputs/Lookup/tblInmateHousing.csv
MDD,MIDDLETON HOUSE OF CORRECTIONS                    ,inmate,inputs/Lookup/tblInmateHousing.csv
MID,ESSEX COUNTY HOUSE OF CORRECTION                  ,inmate,inputs/Lookup/tblInmateHousing.csv
NCI,NORTHERN CORRECTIONAL INSTITUTION                 ,inmate,inputs/Lookup/tblInmateHousing.csv
NEH,NEW HAVEN CORRECTIONAL CENTER                     ,inmate,inputs/Lookup/tblInmateHousing.csv
NEW,CROSSROADS HALFWAY HOUSE                          ,inmate,inputs/Lookup/tblInmateHousing.csv
NIA,NIANTIC CORRECTIONAL INSTITUTE                    ,inmate,inputs/Lookup/tblInmateHousing.csv
NIN,YORK CORRECTIONAL INSTITUTION                     ,inmate,inputs/Lookup/tblInmateHousing.csv
NOF,BAYSTATE CORRECTIONAL CENTER                      ,inmate,inputs/Lookup/tblInmateHousing.csv
NOR,MASSACHUSETTS CORRECTIONAL INSTITUTE              ,inmate,inputs/Lookup/tblInmateHousing.csv
NOW,NORWALK ECONOMICAL OPPORTUNITY-PTI                ,inmate,inputs/Lookup/tblInmateHousing.csv
NRF,PONDVILLE CORRECTIONAL FACILITY                   ,inmate,inputs/Lookup/tblInmateHousing.csv
NRT,HAMPSHIRE COUNTY HOUSE OF CORRECTION              ,inmate,inputs/Lookup/tblInmateHousing.csv
NTC,J.B. GATES CORRECTIONAL UNIT                      ,inmate,inputs/Lookup/tblInmateHousing.csv
PLY,PLYMOUTH HOUSE OF CORRECTION                      ,inmate,inputs/Lookup/tblInmateHousing.csv
RAD,RADGOWSKI CORRECTIONAL CENTER                     ,inmate,inputs/Lookup/tblInmateHousing.csv
RAY,RAYBROOK                                          ,inmate,inputs/Lookup/tblInmateHousing.csv
SHI,MASSACHUSETTS CORRECTIONAL INSTITUTE              ,inmate,inputs/Lookup/tblInmateHousing.csv
SMR,CONNECTICUT CORRECTIONAL INSTITUTION              ,inmate,inputs/Lookup/tblInmateHousing.csv
SOM,OSBOURN CORRECTIONAL INSTITUTION,inmate,inputs/Lookup/tblInmateHousing.csv
STO,NORTHEAST CORRECTIONAL INSTITUTION                ,inmate,inputs/Lookup/tblInmateHousing.csv
SUF,MACDOUGALL CORRECTIONAL INSTITUTION               ,inmate,inputs/Lookup/tblInmateHousing.csv
THO,MAINE STATE PRISON                                ,inmate,inputs/Lookup/tblInmateHousing.csv
UNC,MONTVILLE CORRECTIONAL CENTER                     ,inmate,inputs/Lookup/tblInmateHousing.csv
WAL,MASSACHUSETTS CORRECTIONAL INSTITUTE              ,inmate,inputs/Lookup/tblInmateHousing.csv
WAR,MASSACHUSETTS CORRECTIONAL INSTITUTE              ,inmate,inputs/Lookup/tblInmateHousing.csv
WES,WESTERN SUBSTANCE ABUSE CENTER                    ,inmate,inputs/Lookup/tblInmateHousing.csv
WIN,SUFFOLK COUNTY HOUSE OF CORRECTION                ,inmate,inputs/Lookup/tblInmateHousing.csv
WLK,WALKER RECEPTION CENTER                           ,inmate,inputs/Lookup/tblInmateHousing.csv
AIR,BIG SPRING CORRECTIONAL CENTER #2 (AIRPARK),inmate,inputs/Lookup/tblInmateHousing.csv
BIG,FEDERAL CORRECTIONAL INSTITUTE,inmate,inputs/Lookup/tblInmateHousing.csv
EDN,EDEN DETENTION CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
INT,INTERSTATE UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
PEC,REEVES COUNTY LAW ENFORCEMENT CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
30D,IMMIRGATION COURT,inmate,inputs/Lookup/tblInmateHousing.csv
ACC,ALGOA CORRECTIONAL CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
ALG,ALGOA CORRECTIONAL CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
BC,BILL CLEMENS UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
BCC,BOONEVILLE CORRECTIONAL CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
BCF,BOONEVILLE CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
BE2,BETO II,inmate,inputs/Lookup/tblInmateHousing.csv
BET,BETO I UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
BM,"MOORE",inmate,inputs/Lookup/tblInmateHousing.csv
BOL,J.H. LILLEY CORRECTIONAL CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
BOY,BOYD,inmate,inputs/Lookup/tblInmateHousing.csv
BR,BRIDGEPORT,inmate,inputs/Lookup/tblInmateHousing.csv
BRI,BRISCOE UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
BYD,BOYD UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
CCC,CROSSROADS CORRECTIONAL CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
CCF,CIMARRON CORRECTIONAL FACILITY                    ,inmate,inputs/Lookup/tblInmateHousing.csv
CEN,CENTRAL UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
CHI,CHILLICOTHE CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
CLE,CLEMENS UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
CLM,(BILL) CLEMENTS UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
CMC,CENTRAL MISSOURI CORRECTIONAL CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
COC,CENTRAL OKLAHOMA CORRECTIONAL FACILITY            ,inmate,inputs/Lookup/tblInmateHousing.csv
COF,COFFIELD UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
CV,CLEVELAND CCA,inmate,inputs/Lookup/tblInmateHousing.csv
CYC,CONNALLY UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
DAR,DARRINGTON UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
DCC,DICK CONNER CORRECTIONAL CENTER                   ,inmate,inputs/Lookup/tblInmateHousing.csv
DCF,DIAMONDBACK CORRECTIONAL FACILITY                 ,inmate,inputs/Lookup/tblInmateHousing.csv
DH,DALHART,inmate,inputs/Lookup/tblInmateHousing.csv
DL,DANIEL UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
DO,DIBOLL,inmate,inputs/Lookup/tblInmateHousing.csv
DU,DIAGNOSTIC UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
E1,ELLIS I UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
EAS,EASTHAM  UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
ECC,EASTERN CORRECTIONAL CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
EDI,EDINBURG,inmate,inputs/Lookup/tblInmateHousing.csv
ELL,ELL(II),inmate,inputs/Lookup/tblInmateHousing.csv
ELR,WARDEN,inmate,inputs/Lookup/tblInmateHousing.csv
FAR,FARMINGTON CORRECTIONAL CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
FCC,FARMINGTON CORRECTIONAL CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
FDC,FULTON RECEPTION / DIAGNOSTIC / CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
FER,FERGUSON UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
FRC,FULTON RECEPTION CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
GL,GIBB LEWIS UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
GPC,GREAT PLAINS CORRECTIONAL FACILITY                ,inmate,inputs/Lookup/tblInmateHousing.csv
GR,GOREE UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
GUR,GURNEY UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
GV,GATESVILLE UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
HB,HOBBY UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
HG,TDC HOSPITAL/GALVESTON,inmate,inputs/Lookup/tblInmateHousing.csv
HI,HIGHTOWER UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
HT,HILLTOP UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
HUG,HUGHES UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
HUN,HUNTSVILLE UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
JA,ALRED UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
JAM,JAMES CRABTREE CORRECTIONAL CENTER                ,inmate,inputs/Lookup/tblInmateHousing.csv
JCC,JEFFERSON CITY CORRECTIONAL CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
JE1,JESTER ONE UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
JE2,JESTER TWO UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
JE3,JESTER THREE UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
JE4,JESTER IV UNIT (MENTAL HEALTH),inmate,inputs/Lookup/tblInmateHousing.csv
JHC,JOSEPH HARP CORRECTION CENTER                     ,inmate,inputs/Lookup/tblInmateHousing.csv
JOR,JORDAN UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
JT,JOHNSTON UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
KY,KYLE,inmate,inputs/Lookup/tblInmateHousing.csv
LAW,LAWTON CORRECTIONAL FACILITY                      ,inmate,inputs/Lookup/tblInmateHousing.csv
LCC,LEXINGTON CORRECTIONAL CENTER                     ,inmate,inputs/Lookup/tblInmateHousing.csv
LEX,LEXINGTON ASSESSMENT & RECEPTION CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
LH,LYNAUGH,inmate,inputs/Lookup/tblInmateHousing.csv
LSJ,LYCHNER STATE JAIL,inmate,inputs/Lookup/tblInmateHousing.csv
LYN,LYNAUGH UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
MAC,MACK ALFORD CORRECTIONAL CENTER                   ,inmate,inputs/Lookup/tblInmateHousing.csv
MAM,MARY ANN MOHAN - TEMP. NOT IN TDC,inmate,inputs/Lookup/tblInmateHousing.csv
MBC,MABEL BASSETT CORRECTIONAL CENTER                 ,inmate,inputs/Lookup/tblInmateHousing.csv
MCC,MCCONNELL UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
MCO,MC CONNELL,inmate,inputs/Lookup/tblInmateHousing.csv
MEC,MISSOURI EASTERN CORRECTIONAL CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
MIC,MICHAEL UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
MOB,MOBERLY CORRECTIONAL CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
MOC,MISSOURI DEPARTMENT OF CORRECTIONS,inmate,inputs/Lookup/tblInmateHousing.csv
MSP,MISSOURI STATE PENITENTIARY,inmate,inputs/Lookup/tblInmateHousing.csv
MTC,MISSOURI TRAINING CENTER FOR MEN,inmate,inputs/Lookup/tblInmateHousing.csv
MV,MOUNTAIN VIEW UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
N1,MARLIN UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
OCJ,OKLAHOMA CITY JAIL                                ,inmate,inputs/Lookup/tblInmateHousing.csv
ODC,OKLAHOMA DEPARTMENT OF CORRECTION                 ,inmate,inputs/Lookup/tblInmateHousing.csv
OSP,OKLAHOMA STATE PENITENTIARY                       ,inmate,inputs/Lookup/tblInmateHousing.csv
OSR,OKLAHOMA STATE REFORMATORY                        ,inmate,inputs/Lookup/tblInmateHousing.csv
PA1,PACK ONE UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
PA2,PACK TWO UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
RA1,RAMSEY ONE,inmate,inputs/Lookup/tblInmateHousing.csv
RA2,RAMSEY TWO,inmate,inputs/Lookup/tblInmateHousing.csv
RA3,RAMSEY 111,inmate,inputs/Lookup/tblInmateHousing.csv
RBD,R.B. DICK CONNER CORRECTIONAL CENTER              ,inmate,inputs/Lookup/tblInmateHousing.csv
RDC,RECEPTION DIAGNOSTIC CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
REN,RENZ CORRECTIONAL CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
RET,RETRIEVE UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
ROA,ROACH UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
ROB,ROBERTSON UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
SMI,SMITH UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
STE,WARDEN MACK ALFORD CORRECTIONAL CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
STI,STILES UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
STV,STEVENSON,inmate,inputs/Lookup/tblInmateHousing.csv
SV,SKYVIEW UNIT   (STATE HOSPITAL IN CHEROKEE COUNTY),inmate,inputs/Lookup/tblInmateHousing.csv
TDW,TEXAS WAIVER CASES,inmate,inputs/Lookup/tblInmateHousing.csv
TER,TERRELL UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
TO,TELFORD UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
TOR,TORRES UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
VS,VENUS CCA,inmate,inputs/Lookup/tblInmateHousing.csv
WAL,WALKER COUNTY JAIL,inmate,inputs/Lookup/tblInmateHousing.csv
WHC,WACKEN HUT CORRECTIONAL CENTER                    ,inmate,inputs/Lookup/tblInmateHousing.csv
WMC,WESTERN MISSOURI CORRECTIONAL CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
WYN,WYNNE UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
FDC,BUREAU OF PRISON-FEDERAL DETENTION CENTER         ,inmate,inputs/Lookup/tblInmateHousing.csv
GUA,DEPARTMENT OF CORRECTIONS,inmate,inputs/Lookup/tblInmateHousing.csv
HAL,HALAWA MEDIUM SECURITY FACILITY                   ,inmate,inputs/Lookup/tblInmateHousing.csv
HCC,HILO COMMUNITY CORRECTIONAL CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
JUV,HAWAII YOUTH CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
KAI,WOMEN'S COMMUNITY CORRECTION CENTER               ,inmate,inputs/Lookup/tblInmateHousing.csv
KAU,KAUAI COMMUNITY CORRECTIONAL CENTER               ,inmate,inputs/Lookup/tblInmateHousing.csv
KUL,KULANI CORRECTIONAL FACILITY                      ,inmate,inputs/Lookup/tblInmateHousing.csv
LOM,LOMPOC FEDERAL CORRECTIONAL INSTITUTION           ,inmate,inputs/Lookup/tblInmateHousing.csv
LOP,"UNITED STATES PENITENTIARY, LOMPOC                ",inmate,inputs/Lookup/tblInmateHousing.csv
MAU,MAUI COMMUNITY CORRECTIONAL CENTER                ,inmate,inputs/Lookup/tblInmateHousing.csv
OAH,OAHU COMMUNITY CORRECTIONAL CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
PRA,PRAIRIE CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
WAI,WAIAWA CORRECTIONAL FACILITY                      ,inmate,inputs/Lookup/tblInmateHousing.csv
30D,IMMIRGATION COURT,inmate,inputs/Lookup/tblInmateHousing.csv
ACC,ALGOA CORRECTIONAL CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
ALG,ALGOA CORRECTIONAL CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
BC,BILL CLEMENS UNIT,inmate,inputs/Lookup/tblInmateHousing.csv
