"zcta","state","stab","ZIPName","pop20","afact2","afact"
"ZIP census tabulation area","State code","State abbr.","ZIP Code name","Total population (2020 Census)","state-to-zcta allocation factor","zcta-to-state allocation factor"
"42071","21","KY","Murray, KY",29703,0.0066,1 
"42076","21","KY","New Concord, KY",1100,0.0002,1 
"42078","21","KY","Salem, KY",1760,0.0004,1 
"42079","21","KY","Sedalia, KY",1378,0.0003,1 
"42081","21","KY","Smithland, KY",1973,0.0004,1 
"42082","21","KY","Symsonia, KY",1852,0.0004,1 
"42083","21","KY","Tiline, KY",320,0.0001,1 
"42085","21","KY","Water Valley, KY",826,0.0002,1 
"42086","21","KY","West Paducah, KY",4045,0.0009,1 
"42087","21","KY","Wickliffe, KY",2241,0.0005,1 
"42088","21","KY","Wingo, KY",2745,0.0006,1 
"42101","21","KY","Bowling Green, KY",64444,0.0143,1 
"42103","21","KY","Bowling Green, KY",22106,0.0049,1 
"42104","21","KY","Bowling Green, KY",37309,0.0083,1 
"42120","21","KY","Adolphus, KY",2523,0.0006,1 
"42122","21","KY","Alvaton, KY",5092,0.0011,1 
"42123","21","KY","Austin, KY",814,0.0002,1 
"42124","21","KY","Beaumont, KY",136,0,1 
"42127","21","KY","Cave City, KY",6394,0.0014,1 
"42129","21","KY","Edmonton, KY",7063,0.0016,1 
"42130","21","KY","Eighty Eight, KY",147,0,1 
"42131","21","KY","Etoile, KY",144,0,1 
"42133","21","KY","Fountain Run, KY",1536,0.0003,1 
"42134","21","KY","Franklin, KY",18881,0.0042,1 
"42140","21","KY","Gamaliel, KY",1280,0.0003,1 
"42141","21","KY","Glasgow, KY",32207,0.0071,1 
"42151","21","KY","Hestand, KY",575,0.0001,1 
"42153","21","KY","Holland, KY",63,0,1 
"42154","21","KY","Knob Lick, KY",654,0.0001,1 
"42156","21","KY","Lucas, KY",380,0.0001,1 
"42157","21","KY","Mount Hermon, KY",495,0.0001,1 
"42159","21","KY","Oakland, KY",1236,0.0003,1 
"42160","21","KY","Park City, KY",2101,0.0005,1 
"42163","21","KY","Rocky Hill, KY",39,0,1 
"42164","21","KY","Scottsville, KY",17133,0.0038,1 
"42166","21","KY","Summer Shade, KY",2337,0.0005,1 
"42167","21","KY","Tompkinsville, KY",8057,0.0018,1 
"42170","21","KY","Woodburn, KY",1626,0.0004,1 
"42171","21","KY","Smiths Grove, KY",7552,0.0017,1 
"42202","21","KY","Adairville, KY",2273,0.0005,1 
"42204","21","KY","Allensville, KY",704,0.0002,1 
"42206","21","KY","Auburn, KY",6000,0.0013,1 
"42207","21","KY","Bee Spring, KY",1137,0.0003,1 
"42210","21","KY","Brownsville, KY",4213,0.0009,1 
"42211","21","KY","Cadiz, KY",13224,0.0029,1 
"42214","21","KY","Center, KY",769,0.0002,1 
"42215","21","KY","Cerulean, KY",1404,0.0003,1 
"42217","21","KY","Crofton, KY",3768,0.0008,1 
"42220","21","KY","Elkton, KY",6697,0.0015,1 
"42223","21","KY","Fort Campbell, KY",12828,0.0028,0.6371 
"42223","47","TN","Fort Campbell, KY",7307,0.0011,0.3629 
"42232","21","KY","Gracey, KY",726,0.0002,1 
"42234","21","KY","Guthrie, KY",2312,0.0005,1 
"42236","21","KY","Herndon, KY",963,0.0002,1 
"42240","21","KY","Hopkinsville, KY",41791,0.0093,1 
"42252","21","KY","Jetson, KY",74,0,1 
"42254","21","KY","La Fayette, KY",298,0.0001,1 
"42256","21","KY","Lewisburg, KY",4938,0.0011,1 
"42259","21","KY","Mammoth Cave, KY",1046,0.0002,1 
"42261","21","KY","Morgantown, KY",10146,0.0023,1 
"42262","21","KY","Oak Grove, KY",8814,0.002,1 
"42265","21","KY","Olmstead, KY",830,0.0002,1 
"42266","21","KY","Pembroke, KY",2596,0.0006,1 
"42273","21","KY","Rochester, KY",406,0.0001,1 
"42274","21","KY","Rockfield, KY",2335,0.0005,1 
"42275","21","KY","Roundhill, KY",965,0.0002,1 
"42276","21","KY","Russellville, KY",14897,0.0033,1 
"42280","21","KY","Sharon Grove, KY",541,0.0001,1 
"42285","21","KY","Sweeden, KY",373,0.0001,1 
"42286","21","KY","Trenton, KY",1414,0.0003,1 
"42301","21","KY","Owensboro, KY",44883,0.01,1 
"42303","21","KY","Owensboro, KY",41877,0.0093,1 
"42320","21","KY","Beaver Dam, KY",8442,0.0019,1 
"42321","21","KY","Beech Creek, KY",578,0.0001,1 
"42322","21","KY","Beech Grove, KY (PO boxes)",83,0,1 
"42323","21","KY","Beechmont, KY",866,0.0002,1 
"42324","21","KY","Belton, KY",1122,0.0002,1 
"42325","21","KY","Bremen, KY",1784,0.0004,1 
"42326","21","KY","Browder, KY",424,0.0001,1 
"42327","21","KY","Calhoun, KY",3929,0.0009,1 
"42328","21","KY","Centertown, KY",1245,0.0003,1 
"42330","21","KY","Central City, KY",9501,0.0021,1 
"42332","21","KY","Cleaton, KY (PO boxes)",148,0,1 
"42333","21","KY","Cromwell, KY",1082,0.0002,1 
"42337","21","KY","Drakesboro, KY",1775,0.0004,1 
"42338","21","KY","Dundee, KY",88,0,1 
"42339","21","KY","Dunmor, KY",905,0.0002,1 
"42343","21","KY","Fordsville, KY",1792,0.0004,1 
"42344","21","KY","Graham, KY",836,0.0002,1 
"42345","21","KY","Greenville, KY",11307,0.0025,1 
"42347","21","KY","Hartford, KY",6126,0.0014,1 
"42348","21","KY","Hawesville, KY",4823,0.0011,1 
"42349","21","KY","Horse Branch, KY",1353,0.0003,1 
"42350","21","KY","Island, KY",1334,0.0003,1 
"42351","21","KY","Lewisport, KY",4294,0.001,1 
"42352","21","KY","Livermore, KY",1989,0.0004,1 
"42354","21","KY","Mc Henry, KY",327,0.0001,1 
"42355","21","KY","Maceo, KY",1822,0.0004,1 
"42356","21","KY","Maple Mount, KY (PO boxes)",68,0,1 
"42361","21","KY","Olaton, KY",583,0.0001,1 
"42366","21","KY","Philpot, KY",6210,0.0014,1 
"42367","21","KY","Powderly, KY",877,0.0002,1 
"42368","21","KY","Reynolds Station, KY",1337,0.0003,1 
"42369","21","KY","Rockport, KY",311,0.0001,1 
"42370","21","KY","Rosine, KY (PO boxes)",52,0,1 
"42371","21","KY","Rumsey, KY",539,0.0001,1 
"42372","21","KY","Sacramento, KY",1735,0.0004,1 
"42374","21","KY","South Carrollton, KY (PO boxes)",105,0,1 
"42376","21","KY","Utica, KY",6678,0.0015,1 
"42378","21","KY","Whitesville, KY",3277,0.0007,1 
"42404","21","KY","Clay, KY",2277,0.0005,1 
"42406","21","KY","Corydon, KY",2756,0.0006,1 
"42408","21","KY","Dawson Springs, KY",6226,0.0014,1 
"42409","21","KY","Dixon, KY",2436,0.0005,1 
"42410","21","KY","Earlington, KY",1310,0.0003,1 
"42411","21","KY","Fredonia, KY",1521,0.0003,1 
"42413","21","KY","Hanson, KY",2929,0.0007,1 
"42420","21","KY","Henderson, KY",37664,0.0084,1 
"42431","21","KY","Madisonville, KY",26566,0.0059,1 
"42436","21","KY","Manitou, KY",1298,0.0003,1 
"42437","21","KY","Morganfield, KY",7422,0.0016,1 
"42440","21","KY","Mortons Gap, KY (PO boxes)",729,0.0002,1 
"42441","21","KY","Nebo, KY",1455,0.0003,1 
"42442","21","KY","Nortonville, KY",3103,0.0007,1 
"42444","21","KY","Poole, KY (PO boxes)",35,0,1 
"42445","21","KY","Princeton, KY",11009,0.0024,1 
"42450","21","KY","Providence, KY",3909,0.0009,1 
"42451","21","KY","Reed, KY",691,0.0002,1 
"42452","21","KY","Robards, KY",2354,0.0005,1 
"42453","21","KY","Saint Charles, KY",488,0.0001,1 
"42455","21","KY","Sebree, KY",3306,0.0007,1 
"42456","21","KY","Slaughters, KY",1691,0.0004,1 
"42458","21","KY","Spottsville, KY",872,0.0002,1 
"42459","21","KY","Sturgis, KY",4109,0.0009,1 
"42461","21","KY","Uniontown, KY",1454,0.0003,1 
"42462","21","KY","Waverly, KY",1362,0.0003,1 
"42463","21","KY","Wheatcroft, KY (PO boxes)",109,0,1 
"42464","21","KY","White Plains, KY",1809,0.0004,1 
"42501","21","KY","Somerset, KY",18047,0.004,1 
"42503","21","KY","Somerset, KY",24670,0.0055,1 
"42516","21","KY","Bethelridge, KY",412,0.0001,1 
"42518","21","KY","Bronston, KY",2989,0.0007,1 
"42519","21","KY","Burnside, KY",2961,0.0007,1 
"42528","21","KY","Dunnville, KY",1578,0.0004,1 
"42533","21","KY","Ferguson, KY",848,0.0002,1 
"42539","21","KY","Liberty, KY",10134,0.0022,1 
"42541","21","KY","Middleburg, KY",483,0.0001,1 
"42544","21","KY","Nancy, KY",5787,0.0013,1 
"42553","21","KY","Science Hill, KY",5499,0.0012,1 
"42565","21","KY","Windsor, KY",789,0.0002,1 
"42566","21","KY","Yosemite, KY",605,0.0001,1 
"42567","21","KY","Eubank, KY",5671,0.0013,1 
"42602","21","KY","Albany, KY",9035,0.002,0.9946 
"42602","47","TN","Albany, KY",49,0,0.0054 
"42603","21","KY","Alpha, KY",727,0.0002,1 
"42629","21","KY","Jamestown, KY",4994,0.0011,1 
"42631","21","KY","Marshes Siding, KY (PO boxes)",138,0,1 
"42633","21","KY","Monticello, KY",18296,0.0041,1 
"42634","21","KY","Parkers Lake, KY",1357,0.0003,1 
"42635","21","KY","Pine Knot, KY",4892,0.0011,1 
"42638","21","KY","Revelo, KY (PO boxes)",128,0,1 
"42642","21","KY","Russell Springs, KY",12939,0.0029,1 
"42647","21","KY","Stearns, KY",3726,0.0008,1 
"42649","21","KY","Strunk, KY",2179,0.0005,1 
"42653","21","KY","Whitley City, KY",4201,0.0009,1 
"42701","21","KY","Elizabethtown, KY",52731,0.0117,1 
"42712","21","KY","Big Clifty, KY",1872,0.0004,1 
"42713","21","KY","Bonnieville, KY",1876,0.0004,1 
"42715","21","KY","Breeding, KY",389,0.0001,1 
"42716","21","KY","Buffalo, KY",1601,0.0004,1 
"42717","21","KY","Burkesville, KY",5850,0.0013,1 
"42718","21","KY","Campbellsville, KY",26099,0.0058,1 
"42721","21","KY","Caneyville, KY",3660,0.0008,1 
"42722","21","KY","Canmer, KY",816,0.0002,1 
"42724","21","KY","Cecilia, KY",5107,0.0011,1 
"42726","21","KY","Clarkson, KY",5190,0.0012,1 
"42728","21","KY","Columbia, KY",16451,0.0037,1 
"42729","21","KY","Cub Run, KY",1574,0.0003,1 
"42732","21","KY","Eastview, KY",1913,0.0004,1 
"42733","21","KY","Elk Horn, KY",1530,0.0003,1 
"42740","21","KY","Glendale, KY",1878,0.0004,1 
"42741","21","KY","Glens Fork, KY",315,0.0001,1 
"42742","21","KY","Gradyville, KY",52,0,1 
"42743","21","KY","Greensburg, KY",8900,0.002,1 
"42746","21","KY","Hardyville, KY",1965,0.0004,1 
"42748","21","KY","Hodgenville, KY",8991,0.002,1 
"42749","21","KY","Horse Cave, KY",5219,0.0012,1 
"42753","21","KY","Knifley, KY",633,0.0001,1 
"42754","21","KY","Leitchfield, KY",15566,0.0035,1 
"42757","21","KY","Magnolia, KY",2948,0.0007,1 
"42758","21","KY","Mannsville, KY (PO boxes)",129,0,1 
"42759","21","KY","Marrowbone, KY (PO boxes)",41,0,1 
"42762","21","KY","Millwood, KY",450,0.0001,1 
"42764","21","KY","Mount Sherman, KY",724,0.0002,1 
"42765","21","KY","Munfordville, KY",6342,0.0014,1 
"42776","21","KY","Sonora, KY",2747,0.0006,1 
"42782","21","KY","Summersville, KY",821,0.0002,1 
"42784","21","KY","Upton, KY",2799,0.0006,1 
"42788","21","KY","White Mills, KY",301,0.0001,1 
"43001","39","OH","Alexandria, OH",2705,0.0002,1 
"43002","39","OH","Amlin, OH (PO boxes)",2026,0.0002,1 
"43003","39","OH","Ashley, OH",2776,0.0002,1 
"43004","39","OH","Blacklick, OH",29982,0.0025,1 
"43005","39","OH","Bladensburg, OH (PO boxes)",282,0,1 
"43006","39","OH","Brinkhaven, OH",715,0.0001,1 
"43007","39","OH","Broadway, OH (PO boxes)",88,0,1 
"43008","39","OH","Buckeye Lake, OH (PO boxes)",2378,0.0002,1 
"43009","39","OH","Cable, OH",2083,0.0002,1 
"43010","39","OH","Catawba, OH (PO boxes)",245,0,1 
"43011","39","OH","Centerburg, OH",7559,0.0006,1 
"43013","39","OH","Croton, OH",1220,0.0001,1 
"43014","39","OH","Danville, OH",3850,0.0003,1 
"43015","39","OH","Delaware, OH",57563,0.0049,1 
"43016","39","OH","Dublin, OH",44517,0.0038,1 
"43017","39","OH","Dublin, OH",43619,0.0037,1 
"43018","39","OH","Etna, OH (PO boxes)",373,0,1 
"43019","39","OH","Fredericktown, OH",9419,0.0008,1 
"43021","39","OH","Galena, OH",14622,0.0012,1 
"43022","39","OH","Gambier, OH",4120,0.0003,1 
"43023","39","OH","Granville, OH",14462,0.0012,1 
"43025","39","OH","Hebron, OH",5541,0.0005,1 
"43026","39","OH","Hilliard, OH",64607,0.0055,1 
"43027","39","OH","Homer, OH (PO boxes)",58,0,1 
"43028","39","OH","Howard, OH",7781,0.0007,1 
"43029","39","OH","Irwin, OH",629,0.0001,1 
"43030","39","OH","Jacksontown, OH (PO boxes)",344,0,1 
"43031","39","OH","Johnstown, OH",13189,0.0011,1 
"43032","39","OH","Kilbourne, OH (PO boxes)",39,0,1 
"43033","39","OH","Kirkersville, OH (PO boxes)",352,0,1 
"43035","39","OH","Lewis Center, OH",33032,0.0028,1 
"43036","39","OH","Magnetic Springs, OH (PO boxes)",267,0,1 
"43037","39","OH","Martinsburg, OH",323,0,1 
"43040","39","OH","Marysville, OH",35853,0.003,1 
"43044","39","OH","Mechanicsburg, OH",5352,0.0005,1 
"43045","39","OH","Milford Center, OH",1928,0.0002,1 
"43046","39","OH","Millersport, OH",3195,0.0003,1 
"43047","39","OH","Mingo, OH (PO boxes)",31,0,1 
"43050","39","OH","Mount Vernon, OH",29594,0.0025,1 
"43054","39","OH","New Albany, OH",27781,0.0024,1 
"43055","39","OH","Newark, OH",62590,0.0053,1 
"43056","39","OH","Heath, OH",17479,0.0015,1 
"43060","39","OH","North Lewisburg, OH",2667,0.0002,1 
"43061","39","OH","Ostrander, OH",4593,0.0004,1 
"43062","39","OH","Pataskala, OH",32125,0.0027,1 
"43064","39","OH","Plain City, OH",17301,0.0015,1 
"43065","39","OH","Powell, OH",44829,0.0038,1 
"43066","39","OH","Radnor, OH",1264,0.0001,1 
"43067","39","OH","Raymond, OH",1410,0.0001,1 
"43068","39","OH","Reynoldsburg, OH",59585,0.005,1 
"43070","39","OH","Rosewood, OH (PO boxes)",158,0,1 
"43071","39","OH","Saint Louisville, OH",2442,0.0002,1 
"43072","39","OH","Saint Paris, OH",5504,0.0005,1 
"43074","39","OH","Sunbury, OH",15288,0.0013,1 
"43076","39","OH","Thornville, OH",9145,0.0008,1 
"43077","39","OH","Unionville Center, OH (PO boxes)",241,0,1 
"43078","39","OH","Urbana, OH",20067,0.0017,1 
"43080","39","OH","Utica, OH",5321,0.0005,1 
"43081","39","OH","Westerville, OH",64338,0.0055,1 
"43082","39","OH","Westerville, OH",32459,0.0028,1 
"43084","39","OH","Woodstock, OH",844,0.0001,1 
"43085","39","OH","Columbus, OH",25566,0.0022,1 
"43101","39","OH","Adelphi, OH (PO boxes)",322,0,1 
"43102","39","OH","Amanda, OH",4610,0.0004,1 
"43103","39","OH","Ashville, OH",12282,0.001,1 
"43105","39","OH","Baltimore, OH",8458,0.0007,1 
"43106","39","OH","Bloomingburg, OH",1590,0.0001,1 
"43107","39","OH","Bremen, OH",3232,0.0003,1 
"43109","39","OH","Brice, OH (PO boxes)",94,0,1 
"43110","39","OH","Canal Winchester, OH",40953,0.0035,1 
"43111","39","OH","Carbon Hill, OH (PO boxes)",178,0,1 
"43112","39","OH","Carroll, OH",5052,0.0004,1 
"43113","39","OH","Circleville, OH",24165,0.002,1 
"43115","39","OH","Clarksburg, OH",1260,0.0001,1 
"43116","39","OH","Commercial Point, OH",2732,0.0002,1 
"43117","39","OH","Derby, OH (PO boxes)",31,0,1 
"43119","39","OH","Galloway, OH",30072,0.0025,1 
"43123","39","OH","Grove City, OH",66188,0.0056,1 
"43125","39","OH","Groveport, OH",14295,0.0012,1 
"43126","39","OH","Harrisburg, OH (PO boxes)",322,0,1 
"43127","39","OH","Haydenville, OH (PO boxes)",284,0,1 
"43128","39","OH","Jeffersonville, OH",2267,0.0002,1 
"43130","39","OH","Lancaster, OH",62010,0.0053,1 
"43135","39","OH","Laurelville, OH",4267,0.0004,1 
"43136","39","OH","Lithopolis, OH",1977,0.0002,1 
"43137","39","OH","Lockbourne, OH",2684,0.0002,1 
"43138","39","OH","Logan, OH",18445,0.0016,1 
"43140","39","OH","London, OH",24030,0.002,1 
"43142","39","OH","Milledgeville, OH (PO boxes)",94,0,1 
"43143","39","OH","Mount Sterling, OH",5935,0.0005,1 
"43144","39","OH","Murray City, OH (PO boxes)",373,0,1 
"43145","39","OH","New Holland, OH",1920,0.0002,1 
"43146","39","OH","Orient, OH",12627,0.0011,1 
"43147","39","OH","Pickerington, OH",45281,0.0038,1 
"43148","39","OH","Pleasantville, OH",2431,0.0002,1 
"43149","39","OH","Rockbridge, OH",2335,0.0002,1 
"43150","39","OH","Rushville, OH",2302,0.0002,1 
"43151","39","OH","Sedalia, OH (PO boxes)",269,0,1 
"43152","39","OH","South Bloomingville, OH",969,0.0001,1 
"43153","39","OH","South Solon, OH",861,0.0001,1 
"43154","39","OH","Stoutsville, OH",3014,0.0003,1 
"43155","39","OH","Sugar Grove, OH",2531,0.0002,1 
"43156","39","OH","Tarlton, OH (PO boxes)",203,0,1 
"43157","39","OH","Thurston, OH (PO boxes)",599,0.0001,1 
"43158","39","OH","Union Furnace, OH (PO boxes)",182,0,1 
"43160","39","OH","Washington Court House, OH",22117,0.0019,1 
"43162","39","OH","West Jefferson, OH",6945,0.0006,1 
"43164","39","OH","Williamsport, OH",2216,0.0002,1 
"43201","39","OH","Columbus, OH",37528,0.0032,1 
"43202","39","OH","Columbus, OH",20427,0.0017,1 
"43203","39","OH","Columbus, OH",8726,0.0007,1 
"43204","39","OH","Columbus, OH",42315,0.0036,1 
"43205","39","OH","Columbus, OH",12044,0.001,1 
"43206","39","OH","Columbus, OH",21594,0.0018,1 
"43207","39","OH","Columbus, OH",46853,0.004,1 
"43209","39","OH","Columbus, OH",27727,0.0023,1 
"43210","39","OH","Columbus, OH",14126,0.0012,1 
"43211","39","OH","Columbus, OH",23160,0.002,1 
"43212","39","OH","Columbus, OH",24171,0.002,1 
"43213","39","OH","Columbus, OH",35105,0.003,1 
"43214","39","OH","Columbus, OH",26805,0.0023,1 
"43215","39","OH","Columbus, OH",20761,0.0018,1 
"43217","39","OH","Columbus, OH",2408,0.0002,1 
"43219","39","OH","Columbus, OH",30457,0.0026,1 
"43220","39","OH","Columbus, OH",27736,0.0024,1 
"43221","39","OH","Columbus, OH",33844,0.0029,1 
"43222","39","OH","Columbus, OH",4124,0.0003,1 
"43223","39","OH","Columbus, OH",27951,0.0024,1 
"43224","39","OH","Columbus, OH",43544,0.0037,1 
"43227","39","OH","Columbus, OH",25041,0.0021,1 
"43228","39","OH","Columbus, OH",58465,0.005,1 
"43229","39","OH","Columbus, OH",54310,0.0046,1 
"43230","39","OH","Columbus, OH",58372,0.0049,1 
"43231","39","OH","Columbus, OH",22126,0.0019,1 
"43232","39","OH","Columbus, OH",44823,0.0038,1 
"43235","39","OH","Columbus, OH",45561,0.0039,1 
"43240","39","OH","Columbus, OH",7661,0.0006,1 
"43302","39","OH","Marion, OH",54094,0.0046,1 
"43310","39","OH","Belle Center, OH",3185,0.0003,1 
"43311","39","OH","Bellefontaine, OH",20029,0.0017,1 
"43314","39","OH","Caledonia, OH",3096,0.0003,1 
"43315","39","OH","Cardington, OH",7090,0.0006,1 
"43316","39","OH","Carey, OH",5931,0.0005,1 
"43317","39","OH","Chesterville, OH (PO boxes)",184,0,1 
"43318","39","OH","De Graff, OH",3609,0.0003,1 
"43319","39","OH","East Liberty, OH",1062,0.0001,1 
"43320","39","OH","Edison, OH",1440,0.0001,1 
"43321","39","OH","Fulton, OH",250,0,1 
"43322","39","OH","Green Camp, OH (PO boxes)",310,0,1 
"43323","39","OH","Harpster, OH",609,0.0001,1 
"43324","39","OH","Huntsville, OH",2753,0.0002,1 
"43325","39","OH","Iberia, OH (PO boxes)",151,0,1 
"43326","39","OH","Kenton, OH",13328,0.0011,1 
"43330","39","OH","Kirby, OH (PO boxes)",120,0,1 
"43331","39","OH","Lakeview, OH",4428,0.0004,1 
"43332","39","OH","La Rue, OH",2136,0.0002,1 
"43333","39","OH","Lewistown, OH",826,0.0001,1 
"43334","39","OH","Marengo, OH",6721,0.0006,1 
"43336","39","OH","Middleburg, OH (PO boxes)",91,0,1 
"43337","39","OH","Morral, OH",1001,0.0001,1 
"43338","39","OH","Mount Gilead, OH",10423,0.0009,1 
"43340","39","OH","Mount Victory, OH",1754,0.0001,1 
"43341","39","OH","New Bloomington, OH",911,0.0001,1 
"43342","39","OH","Prospect, OH",3256,0.0003,1 
"43343","39","OH","Quincy, OH",1233,0.0001,1 
"43344","39","OH","Richwood, OH",5702,0.0005,1 
"43345","39","OH","Ridgeway, OH",874,0.0001,1 
"43346","39","OH","Roundhead, OH (PO boxes)",56,0,1 
"43347","39","OH","Rushsylvania, OH",1492,0.0001,1 
"43348","39","OH","Russells Point, OH",1880,0.0002,1 
"43350","39","OH","Sparta, OH (PO boxes)",127,0,1 
"43351","39","OH","Upper Sandusky, OH",10144,0.0009,1 
"43356","39","OH","Waldo, OH",1161,0.0001,1 
"43357","39","OH","West Liberty, OH",4848,0.0004,1 
"43358","39","OH","West Mansfield, OH",2587,0.0002,1 
"43359","39","OH","Wharton, OH",720,0.0001,1 
"43360","39","OH","Zanesfield, OH",1590,0.0001,1 
"43402","39","OH","Bowling Green, OH",31459,0.0027,1 
"43403","39","OH","Bowling Green, OH",5422,0.0005,1 
"43406","39","OH","Bradner, OH",1740,0.0001,1 
"43407","39","OH","Burgoon, OH",631,0.0001,1 
"43408","39","OH","Clay Center, OH (PO boxes)",251,0,1 
"43410","39","OH","Clyde, OH",10219,0.0009,1 
"43412","39","OH","Curtice, OH",4033,0.0003,1 
"43413","39","OH","Cygnet, OH",1430,0.0001,1 
"43414","39","OH","Dunbridge, OH (PO boxes)",73,0,1 
"43416","39","OH","Elmore, OH",2769,0.0002,1 
"43420","39","OH","Fremont, OH",29332,0.0025,1 
"43430","39","OH","Genoa, OH",4631,0.0004,1 
"43431","39","OH","Gibsonburg, OH",4500,0.0004,1 
"43432","39","OH","Graytown, OH",1354,0.0001,1 
"43433","39","OH","Gypsum, OH (PO boxes)",101,0,1 
"43434","39","OH","Harbor View, OH (PO boxes)",89,0,1 
"43435","39","OH","Helena, OH",1484,0.0001,1 
"43436","39","OH","Isle Saint George, OH",10,0,1 
"43437","39","OH","Jerry City, OH (PO boxes)",447,0,1 
"43438","39","OH","Kelleys Island, OH (PO boxes)",256,0,1 
"43439","39","OH","Lacarne, OH (PO boxes)",62,0,1 
"43440","39","OH","Lakeside Marblehead, OH",4665,0.0004,1 
"43442","39","OH","Lindsey, OH",1015,0.0001,1 
"43443","39","OH","Luckey, OH",1856,0.0002,1 
"43445","39","OH","Martin, OH",1188,0.0001,1 
"43446","39","OH","Middle Bass, OH (PO boxes)",118,0,1 
"43447","39","OH","Millbury, OH",3343,0.0003,1 
"43449","39","OH","Oak Harbor, OH",8057,0.0007,1 
"43450","39","OH","Pemberville, OH",3454,0.0003,1 
"43451","39","OH","Portage, OH",1126,0.0001,1 
"43452","39","OH","Port Clinton, OH",13443,0.0011,1 
"43456","39","OH","Put In Bay, OH (PO boxes)",678,0.0001,1 
"43457","39","OH","Risingsun, OH",1443,0.0001,1 
"43458","39","OH","Rocky Ridge, OH (PO boxes)",312,0,1 
"43460","39","OH","Rossford, OH",6230,0.0005,1 
"43462","39","OH","Rudolph, OH",1096,0.0001,1 
"43463","39","OH","Stony Ridge, OH (PO boxes)",253,0,1 
"43464","39","OH","Vickery, OH",1336,0.0001,1 
"43465","39","OH","Walbridge, OH",5599,0.0005,1 
"43466","39","OH","Wayne, OH",2141,0.0002,1 
"43467","39","OH","West Millgrove, OH (PO boxes)",131,0,1 
"43468","39","OH","Williston, OH (PO boxes)",565,0,1 
"43469","39","OH","Woodville, OH",3014,0.0003,1 
"43501","39","OH","Alvordton, OH",844,0.0001,1 
"43502","39","OH","Archbold, OH",7064,0.0006,1 
"43504","39","OH","Berkey, OH",1110,0.0001,1 
"43505","39","OH","Blakeslee, OH (PO boxes)",98,0,1 
"43506","39","OH","Bryan, OH",15010,0.0013,1 
"43510","39","OH","Colton, OH (PO boxes)",157,0,1 
"43511","39","OH","Custar, OH",856,0.0001,1 
"43512","39","OH","Defiance, OH",28208,0.0024,1 
"43515","39","OH","Delta, OH",8174,0.0007,1 
"43516","39","OH","Deshler, OH",2776,0.0002,1 
"43517","39","OH","Edgerton, OH",3494,0.0003,1 
"43518","39","OH","Edon, OH",2572,0.0002,1 
"43519","39","OH","Evansport, OH (PO boxes)",143,0,1 
"43520","39","OH","Farmer, OH (PO boxes)",77,0,1 
"43521","39","OH","Fayette, OH",2693,0.0002,1 
"43522","39","OH","Grand Rapids, OH",3249,0.0003,1 
"43523","39","OH","Grelton, OH (PO boxes)",133,0,1 
"43524","39","OH","Hamler, OH",1239,0.0001,1 
"43525","39","OH","Haskins, OH",1191,0.0001,1 
"43526","39","OH","Hicksville, OH",5995,0.0005,1 
"43527","39","OH","Holgate, OH",2152,0.0002,1 
"43528","39","OH","Holland, OH",16746,0.0014,1 
"43529","39","OH","Hoytville, OH (PO boxes)",220,0,1 
"43530","39","OH","Jewell, OH (PO boxes)",15,0,1 
"43531","39","OH","Kunkle, OH (PO boxes)",156,0,1 
"43532","39","OH","Liberty Center, OH",3775,0.0003,1 
"43533","39","OH","Lyons, OH",1509,0.0001,1 
"43534","39","OH","Mc Clure, OH",1662,0.0001,1 
"43535","39","OH","Malinta, OH",721,0.0001,1 
"43536","39","OH","Mark Center, OH",383,0,1 
"43537","39","OH","Maumee, OH",29075,0.0025,1 
"43540","39","OH","Metamora, OH",1459,0.0001,1 
"43541","39","OH","Milton Center, OH",137,0,1 
"43542","39","OH","Monclova, OH",4443,0.0004,1 
"43543","39","OH","Montpelier, OH",7364,0.0006,1 
"43545","39","OH","Napoleon, OH",13954,0.0012,1 
"43547","39","OH","Neapolis, OH (PO boxes)",370,0,1 
"43548","39","OH","New Bavaria, OH",721,0.0001,1 
"43549","39","OH","Ney, OH",1359,0.0001,1 
"43551","39","OH","Perrysburg, OH",43235,0.0037,1 
"43553","39","OH","Pettisville, OH (PO boxes)",330,0,1 
"43554","39","OH","Pioneer, OH",2413,0.0002,1 
"43555","39","OH","Ridgeville Corners, OH (PO boxes)",333,0,1 
"43556","39","OH","Sherwood, OH",1762,0.0001,1 
"43557","39","OH","Stryker, OH",3161,0.0003,1 
"43558","39","OH","Swanton, OH",13088,0.0011,1 
"43560","39","OH","Sylvania, OH",34204,0.0029,1 
"43565","39","OH","Tontogany, OH (PO boxes)",349,0,1 
"43566","39","OH","Waterville, OH",8371,0.0007,1 
"43567","39","OH","Wauseon, OH",13240,0.0011,1 
"43569","39","OH","Weston, OH",2628,0.0002,1 
"43570","39","OH","West Unity, OH",3152,0.0003,1 
"43571","39","OH","Whitehouse, OH",7753,0.0007,1 
"43604","39","OH","Toledo, OH",9248,0.0008,1 
"43605","39","OH","Toledo, OH",25007,0.0021,1 
"43606","39","OH","Toledo, OH",25671,0.0022,1 
"43607","39","OH","Toledo, OH",20494,0.0017,1 
"43608","39","OH","Toledo, OH",12948,0.0011,1 
"43609","39","OH","Toledo, OH",20519,0.0017,1 
"43610","39","OH","Toledo, OH",4159,0.0004,1 
"43611","39","OH","Toledo, OH",18505,0.0016,1 
